iter	RMSE
215	5.800421964
216	5.800261186
217	5.800087843
218	5.799916163
219	5.79980533
220	5.799669572
221	5.799533873
222	5.799416072
223	5.799273008
224	5.79914757
225	5.799031936
226	5.798931144
227	5.798829389
228	5.798693259
229	5.798590153
230	5.798487729
231	5.798408976
232	5.798296927
233	5.79818746
234	5.798101036
235	5.798003106
236	5.797882075
237	5.797776828
238	5.797710903
239	5.797626422
240	5.797528028
241	5.797442781
242	5.797336784
243	5.797223348
244	5.797121679
245	5.797006366
246	5.796932966
247	5.796866601
248	5.796783872
249	5.796710961
250	5.796609691
251	5.796548903
252	5.796453018
253	5.796355503
254	5.796282165
255	5.796211168
256	5.796143769
257	5.796081723
258	5.795968876
259	5.7958713
260	5.795806211
261	5.795720107
262	5.795629553
263	5.795554357
264	5.795494207
265	5.795403879
266	5.79531368
267	5.795218389
268	5.795156782
269	5.79506114
270	5.795013457
271	5.794929998
272	5.79486648
273	5.794776591
274	5.794706109
275	5.794634633
276	5.794555572
277	5.794475527
278	5.7944264
279	5.794309891
280	5.794235645
281	5.794157938
282	5.794091638
283	5.794005802
284	5.793944661
285	5.793889964
286	5.793832145
287	5.793723585
288	5.793674149
289	5.793579129
290	5.793528126
291	5.793479665
292	5.79340836
293	5.793337534
294	5.793272409
295	5.793214785
296	5.793141494
297	5.793078369
298	5.792994299
299	5.792946607
300	5.792861065
301	5.79281065
302	5.792739242
303	5.792655345
304	5.792591183
305	5.792507738
306	5.792504329
307	5.792429389
308	5.792363699
309	5.792292897
310	5.792243107
311	5.792180649
312	5.792131608
313	5.792092202
314	5.792020137
315	5.791950047
316	5.791884696
317	5.791831658
318	5.791780123
319	5.791728623
320	5.791687822
321	5.791603122
322	5.791527539
323	5.791448705
324	5.791412534
325	5.791326406
326	5.79126604
327	5.791202113
328	5.791147521
329	5.7910879
330	5.791028848
331	5.790949315
332	5.790896551
333	5.790812144
334	5.790765751
335	5.790689353
336	5.790647127
337	5.790556642
338	5.790491523
339	5.790439965
340	5.790385222
341	5.790337682
342	5.790283104
343	5.790252409
344	5.790206393
345	5.790177741
346	5.790131173
347	5.79007802
348	5.790028245
349	5.789989624
350	5.789937358
351	5.789871211
352	5.789804204
353	5.78976292
354	5.789662072
355	5.789624788
356	5.789568351
357	5.789535522
358	5.789511469
359	5.78945107
360	5.789366534
361	5.789324723
362	5.789255793
363	5.789198491
364	5.789143211
365	5.789069905
366	5.789009231
367	5.788944544
368	5.7888746
369	5.788838974
370	5.788803974
371	5.788755394
372	5.78872877
373	5.788679604
374	5.788624341
375	5.788548217
376	5.788488646
377	5.788400583
378	5.788358738
379	5.788335831
380	5.788317214
381	5.788237927
382	5.788164825
383	5.788120475
384	5.788054397
385	5.787988922
386	5.787952696
387	5.787872476
388	5.787834903
389	5.787759478
390	5.787681961
391	5.787636851
392	5.787604534
393	5.787540682
394	5.787517609
395	5.787467002
396	5.787422609
397	5.787380056
398	5.787309436
399	5.787225349
400	5.787190157
401	5.787137024
402	5.787100575
403	5.787024037
404	5.786906566
405	5.786857577
406	5.786817875
407	5.78676063
408	5.786705496
409	5.786633945
410	5.786592676
411	5.78655445
412	5.786497679
413	5.786410257
414	5.786302231
415	5.786216642
416	5.786164165
417	5.786110875
418	5.78605699
419	5.786015394
420	5.785927101
421	5.785908797
422	5.785834541
423	5.785783306
424	5.785723177
425	5.785689145
426	5.78561855
427	5.785552322
428	5.785506316
429	5.785466918
430	5.785394922
431	5.785340378
432	5.78528972
433	5.785229833
434	5.785173061
435	5.785127545
436	5.785082391
437	5.7850231
438	5.784979624
439	5.7848905
440	5.784833011
441	5.784793318
442	5.784733811
443	5.784679747
